week,L1Q1,L1Q2,L1Q3,L1Q4,L1Q5,L1Q6,L1Q7,L1Q8,L1Q9,L1Q10,L1Q11,L1Q12,L1Q13,L2Q1,L2Q2,L2Q3,L2Q4,L2Q5,L2Q6,L2Q7,L2Q8,L2Q9,L2Q10,L2Q11,L2Q12,L2Q13,L2Q14,L2Q15,L2Q16,L2Q17,L2Q18,L2Q19,L2Q20,L2Q21,L3Q1,L3Q2,L3Q3,L3Q4,L3Q5,L3Q6,L3Q7,L3Q8,L3Q9,L3Q10,L3Q11,L3Q12,L3Q13,L3Q14,L3Q15,L3Q16,L3Q17,L3Q18,L3Q19,L3Q20,L3Q21,L4Q1,L4Q2,L4Q3,L4Q4,L4Q5,L4Q6,L4Q7,L4Q8,L4Q9,L4Q10,L4Q11,L4Q12,L4Q13,L4Q14,L4Q15,L4Q16,L4Q17,L4Q18,L4Q19,L4Q20,L4Q21,L4Q22,L5Q1,L5Q2,L5Q3,L5Q4,L5Q5,L5Q6,L5Q7,L5Q8,L5Q9,L5Q10,L5Q11,L5Q12,L5Q13,L5Q14,L5Q15,L5Q16,L5Q17,L5Q18,L5Q19,L6Q1,L6Q2,L6Q3,L6Q4,L6Q5,L6Q6,L6Q7,L6Q8,L6Q9,L6Q10,L6Q11,L6Q12,L6Q13,L6Q14,L6Q15,L6Q16,L6Q17,L6Q18,L7Q1,L7Q2,L7Q3,L7Q4,L7Q5,L7Q6,L8Q0,L8Q1
60,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,6,6,3,2,4,4,2,5,5,5,3,3,3,4,4,4,10,8,5,9,8,8,6,6,5,8,6,5,8,8,9,5,5,5,6,7,8,5,4,3,5,5,4,3,4,2,4,3,2,2,5,4,5,3,2,3,4,4,4,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,8
61,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,6,6,3,2,4,4,3,5,5,5,3,3,3,4,4,4,10,8,6,9,9,7,6,6,5,7,6,4,9,9,9,5,5,5,7,7,8,6,3,3,5,4,4,3,4,2,4,3,2,1,5,5,5,3,3,3,3,4,4,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,2,1,1,2,1,2,2,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,9
62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,6,6,3,3,4,4,3,6,6,5,3,3,3,5,4,4,10,8,6,9,9,8,6,6,4,7,6,4,9,9,9,5,5,4,7,7,8,6,5,3,5,5,4,3,4,3,4,4,2,2,5,5,5,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,3,2,3,1,1,2,1,2,2,2,3,3,1,1,1,2,2,2,0,0,0,0,0,0,0,9
63,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,4,6,6,4,3,4,4,3,6,6,6,4,4,4,4,5,5,10,7,6,9,9,8,5,6,4,6,5,3,7,9,9,5,5,5,6,6,7,7,5,4,6,6,5,3,5,3,5,4,3,3,6,6,6,3,3,3,5,5,5,1,2,2,1,1,1,2,1,1,1,1,2,2,1,0,1,1,1,1,3,2,3,2,1,2,1,2,1,3,3,2,1,1,1,2,2,2,0,0,0,0,0,0,0,8
64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,4,6,7,4,3,4,4,3,7,7,7,4,3,4,5,5,4,10,8,6,9,9,7,6,6,4,7,6,4,9,9,9,5,5,5,7,7,7,7,6,4,7,7,5,4,5,3,5,4,3,3,6,6,6,4,4,4,5,5,5,1,2,2,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,2,2,2,2,1,2,2,2,3,3,3,1,2,2,1,2,2,0,0,0,0,0,0,0,6
65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,4,5,6,4,3,4,4,3,5,6,6,4,4,4,5,5,5,10,8,6,10,10,8,6,6,4,7,5,4,9,9,9,5,5,6,8,8,8,7,6,4,7,7,6,4,6,3,5,4,3,3,7,7,7,4,4,4,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,0,0,0,0,0,0,0,6
66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,3,7,6,3,3,4,4,3,6,6,6,4,4,3,5,4,5,10,8,6,10,10,8,6,6,5,8,6,4,10,10,10,6,6,6,8,8,8,8,6,4,7,7,6,4,6,4,6,5,3,3,7,7,7,4,4,4,5,6,6,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,0,0,0,0,0,0,0,5
67,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,4,6,6,4,3,4,4,3,6,6,6,4,4,4,5,5,5,11,9,6,10,10,8,6,6,5,8,7,5,10,10,10,6,6,6,8,8,8,8,6,4,7,7,6,4,6,3,6,5,3,3,7,7,7,4,4,4,6,6,6,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,3,4,2,2,3,2,3,3,4,4,3,2,2,2,3,3,3,0,0,0,0,0,0,0,6
68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,4,6,7,4,3,4,4,3,6,6,6,4,4,4,5,4,5,11,9,7,10,10,9,6,7,5,8,7,5,10,10,10,6,6,6,9,9,9,8,7,4,7,7,6,5,6,4,6,5,3,3,7,7,7,4,4,4,6,6,5,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,4,4,5,3,3,3,2,3,2,3,2,4,2,2,1,2,3,2,0,0,0,0,0,0,0,8
69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,4,7,6,3,3,4,4,3,6,6,6,4,3,4,5,5,5,12,10,6,11,11,10,7,7,5,9,7,6,11,11,11,7,7,7,10,9,9,8,6,4,7,7,6,4,6,3,6,5,2,3,7,7,7,4,4,4,6,5,6,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,4,4,3,2,3,3,2,3,3,3,3,3,2,2,1,3,3,3,0,0,0,0,0,0,0,11
70,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,4,4,7,7,4,3,4,4,3,7,7,7,4,4,4,5,5,5,12,10,7,12,12,10,7,8,6,9,8,6,12,11,11,7,7,7,10,10,10,7,6,4,6,6,6,4,6,3,6,4,3,3,7,6,6,4,3,4,6,5,5,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,2,2,2,3,2,3,1,3,3,3,2,2,1,3,3,3,0,0,0,0,0,0,0,11
71,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,4,4,7,6,4,3,4,5,3,7,6,6,4,4,4,6,6,6,13,10,8,12,12,10,8,8,6,10,8,6,11,12,12,7,8,7,10,10,10,6,6,4,6,6,6,4,5,3,6,5,3,3,6,6,7,3,3,4,5,4,4,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,4,3,3,2,2,3,2,2,3,3,2,3,2,1,2,3,3,2,0,0,0,0,0,0,0,12
72,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,4,4,6,7,4,3,4,5,3,7,6,6,4,4,4,5,6,5,14,11,7,13,12,11,8,8,6,10,8,6,13,13,12,7,8,7,11,11,11,7,6,4,7,7,5,4,5,3,5,5,3,3,6,6,6,4,4,4,5,5,5,3,2,1,1,3,1,2,2,1,1,3,3,2,1,1,1,2,1,1,3,3,3,1,1,2,2,2,3,3,3,2,2,1,1,2,3,2,0,0,0,0,0,0,0,11
73,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,4,3,7,7,4,3,4,5,3,7,5,7,4,4,4,6,6,6,14,11,8,13,13,11,8,9,6,10,8,7,13,13,13,8,8,8,11,11,11,7,5,4,6,7,5,3,5,2,5,5,3,3,6,7,6,4,4,3,5,5,5,3,2,2,1,2,1,2,2,1,1,2,3,3,0,1,1,2,2,2,3,2,3,2,1,2,1,2,2,2,3,2,1,1,1,2,2,2,0,0,0,0,0,0,0,11
74,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,4,4,7,7,4,3,5,5,3,7,7,7,4,4,4,6,6,6,14,11,8,13,14,11,8,9,7,11,9,7,14,14,14,8,7,8,10,11,10,7,6,4,7,7,5,4,5,3,5,5,3,3,6,7,6,4,4,4,5,5,5,3,1,2,1,2,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,2,3,1,1,2,1,1,2,2,2,3,1,1,1,2,1,1,1,0,0,0,0,0,0,11
75,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,4,4,8,8,4,4,5,5,4,8,8,8,4,4,4,6,6,6,14,12,8,13,14,11,8,9,7,11,9,7,14,14,14,8,8,8,11,11,11,7,6,4,7,7,6,4,6,3,6,5,3,3,7,7,7,4,4,4,6,6,6,2,2,2,1,3,1,2,2,1,1,2,3,1,0,1,1,2,2,2,3,2,3,1,1,2,1,2,2,3,2,3,1,1,1,2,2,2,1,0,1,0,0,0,0,12
76,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,5,5,8,8,5,4,5,5,4,8,8,8,5,5,4,6,6,6,14,11,8,14,14,11,8,8,7,11,9,7,14,14,14,8,8,8,11,11,11,7,7,5,7,7,6,5,6,4,6,5,3,3,7,7,7,4,4,4,6,6,6,3,2,2,1,3,2,2,1,1,1,2,3,2,1,1,1,2,2,2,3,2,3,1,1,1,1,2,2,3,2,3,1,1,1,2,2,2,1,0,1,0,1,0,0,13
77,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,5,4,8,8,5,4,5,5,3,8,8,7,5,5,5,6,6,5,15,12,8,15,15,12,9,10,7,12,10,7,14,14,14,8,9,8,12,12,12,8,7,5,8,8,5,4,6,3,5,5,3,3,6,7,7,4,4,3,6,5,6,3,2,3,2,3,2,2,2,1,1,3,3,3,2,1,1,2,1,2,3,2,3,2,1,2,1,2,2,3,3,3,1,1,1,2,2,2,0,0,1,0,1,0,0,11
78,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,5,5,8,8,5,4,5,5,4,8,8,8,5,5,5,7,7,7,16,13,9,15,15,13,9,10,7,12,10,8,15,15,15,9,9,9,13,13,13,8,7,5,7,7,6,4,6,4,6,5,3,3,7,7,7,4,4,4,6,6,6,2,2,2,2,3,1,2,2,1,1,3,3,3,1,1,0,1,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,1,1,1,2,1,0,0,0,0,1,0,0,12
79,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,5,5,9,9,5,4,6,6,4,9,9,8,5,5,5,7,6,7,16,13,10,13,15,13,9,10,7,12,9,8,15,15,15,9,9,9,13,13,12,9,7,5,8,8,7,5,7,4,6,5,4,4,8,8,8,4,4,5,6,6,6,3,2,2,1,3,1,2,2,1,1,3,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,1,0,1,2,2,0,0,0,0,0,0,0,12
80,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,5,5,10,9,4,4,6,6,4,9,9,8,5,5,5,6,7,7,17,13,10,15,15,13,10,10,7,12,10,8,15,15,15,9,10,10,13,13,13,8,7,5,8,8,7,5,7,3,7,5,4,4,8,8,8,4,4,5,6,6,5,3,2,2,1,3,1,2,2,1,1,3,3,3,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,13
81,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,5,5,10,9,5,4,5,6,4,9,9,9,5,5,5,7,7,7,17,14,10,15,16,14,10,10,8,13,10,8,16,16,16,9,10,10,13,13,13,9,7,5,8,8,6,5,7,4,6,5,4,4,8,8,7,4,4,5,6,6,6,2,1,3,2,2,1,2,2,1,0,3,3,3,2,1,1,2,2,1,3,3,3,2,2,2,1,3,3,2,3,3,1,2,2,2,2,2,1,1,1,0,0,0,0,15
82,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,6,6,10,10,6,5,6,6,5,10,10,9,5,5,5,7,7,7,16,14,10,15,16,12,10,11,7,13,10,8,15,16,15,9,10,10,12,13,14,9,7,5,8,8,7,5,7,4,7,5,4,4,8,8,8,4,4,5,7,7,6,3,3,2,2,3,2,3,3,1,1,3,3,3,1,2,2,3,2,2,3,2,3,2,1,2,1,2,2,3,3,3,2,2,1,2,1,2,1,1,1,1,0,1,0,14
83,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,5,5,9,9,6,4,6,6,5,10,10,9,5,5,5,6,7,7,18,14,11,17,17,14,11,11,8,13,11,9,17,17,17,9,10,10,13,13,14,10,8,6,9,9,8,5,7,4,7,6,4,4,9,9,9,5,5,5,7,7,7,3,3,3,2,3,2,3,2,1,1,3,3,3,1,2,1,3,2,2,1,1,2,2,0,2,1,2,2,2,2,3,1,1,1,1,2,2,1,1,0,1,1,1,0,14
84,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,6,6,10,10,6,5,6,6,5,10,10,9,5,5,5,7,7,7,18,14,11,17,16,14,11,11,8,13,11,9,17,17,17,10,11,10,14,14,14,10,7,5,8,8,8,5,7,4,7,5,4,4,9,9,8,4,4,5,7,7,7,5,3,4,3,4,2,3,3,2,2,4,4,4,1,2,2,3,3,3,2,1,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,0,14
85,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,6,6,10,10,6,5,6,6,5,10,9,9,5,5,5,7,7,7,19,15,11,18,18,15,10,12,9,14,12,9,18,18,17,10,11,11,15,15,15,10,8,6,9,9,8,5,7,4,7,6,4,4,8,9,8,5,5,5,7,7,7,4,3,4,2,5,2,2,3,2,1,3,3,3,2,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,2,2,1,0,1,1,0,13
86,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,6,6,10,10,6,4,6,5,5,10,10,9,6,6,5,7,8,7,18,14,12,18,18,15,11,12,9,15,12,9,18,18,17,11,11,11,14,14,15,11,9,6,10,10,8,6,8,5,8,7,4,4,9,9,9,5,5,6,8,8,8,3,3,3,2,5,2,3,3,2,2,3,3,3,2,2,2,3,3,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,0,12
87,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,6,6,10,10,6,5,6,6,5,10,10,9,5,6,5,7,8,7,19,15,11,18,18,15,11,11,9,15,12,9,18,17,18,11,11,11,15,15,15,11,9,6,10,10,8,6,7,5,8,7,5,5,9,9,9,5,5,6,8,8,8,4,3,3,2,4,2,3,3,2,2,4,4,4,2,2,2,3,3,3,3,2,3,0,1,2,1,2,2,3,1,2,1,0,1,2,2,2,2,0,1,1,0,0,0,12
88,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,6,5,9,9,6,5,6,6,5,9,9,9,5,5,5,7,8,7,20,16,12,18,18,16,12,12,9,15,12,10,18,18,17,11,12,12,16,16,16,11,8,6,9,10,8,6,8,5,8,7,5,4,9,9,9,5,5,6,8,8,8,5,3,4,2,4,2,3,3,1,2,4,4,3,2,2,2,3,2,2,2,2,3,1,1,2,1,2,2,2,3,2,1,1,1,2,2,2,2,0,0,1,0,0,0,10
