week,L1Q1,L1Q2,L1Q3,L1Q4,L1Q5,L1Q6,L1Q7,L1Q8,L1Q9,L1Q10,L1Q11,L1Q12,L1Q13,L2Q1,L2Q2,L2Q3,L2Q4,L2Q5,L2Q6,L2Q7,L2Q8,L2Q9,L2Q10,L2Q11,L2Q12,L2Q13,L2Q14,L2Q15,L2Q16,L2Q17,L2Q18,L2Q19,L2Q20,L2Q21,L3Q1,L3Q2,L3Q3,L3Q4,L3Q5,L3Q6,L3Q7,L3Q8,L3Q9,L3Q10,L3Q11,L3Q12,L3Q13,L3Q14,L3Q15,L3Q16,L3Q17,L3Q18,L3Q19,L3Q20,L3Q21,L4Q1,L4Q2,L4Q3,L4Q4,L4Q5,L4Q6,L4Q7,L4Q8,L4Q9,L4Q10,L4Q11,L4Q12,L4Q13,L4Q14,L4Q15,L4Q16,L4Q17,L4Q18,L4Q19,L4Q20,L4Q21,L4Q22,L5Q1,L5Q2,L5Q3,L5Q4,L5Q5,L5Q6,L5Q7,L5Q8,L5Q9,L5Q10,L5Q11,L5Q12,L5Q13,L5Q14,L5Q15,L5Q16,L5Q17,L5Q18,L5Q19,L6Q1,L6Q2,L6Q3,L6Q4,L6Q5,L6Q6,L6Q7,L6Q8,L6Q9,L6Q10,L6Q11,L6Q12,L6Q13,L6Q14,L6Q15,L6Q16,L6Q17,L6Q18,L7Q1,L7Q2,L7Q3,L7Q4,L7Q5,L7Q6,L8Q0,L8Q1
117,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,9,9,15,15,9,7,10,10,7,15,14,14,8,8,8,11,12,11,29,23,17,27,27,23,17,18,13,21,18,14,27,27,27,16,17,17,23,23,23,12,9,8,12,11,10,7,10,6,10,8,6,6,12,11,11,7,7,7,9,10,10,10,8,9,6,10,6,8,8,5,5,10,10,9,5,5,5,8,8,8,4,4,5,3,3,2,3,3,3,4,5,4,3,2,2,3,3,3,3,2,2,1,1,2,0,19
118,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,9,9,15,15,9,7,10,10,7,15,14,14,8,8,8,11,12,11,30,24,18,28,28,24,17,18,14,22,18,15,28,28,28,16,17,17,24,24,24,13,10,8,12,11,9,7,10,6,10,8,6,5,11,11,11,7,7,7,9,9,10,10,8,8,6,10,6,8,8,5,5,10,10,9,5,5,5,8,8,8,5,4,4,3,2,3,3,3,3,5,4,5,2,2,2,2,3,3,2,1,2,1,1,1,0,20
119,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,9,9,15,15,9,7,10,10,7,15,15,14,8,8,8,11,11,11,30,24,18,29,29,24,18,19,14,23,19,15,29,28,28,17,18,18,24,24,24,13,9,8,11,11,10,7,10,6,10,8,6,5,11,10,11,7,7,7,10,10,9,10,8,9,6,10,6,8,8,5,5,10,10,10,6,6,6,8,8,8,5,4,5,2,3,3,3,3,3,4,5,5,2,2,2,3,3,3,1,2,2,1,0,1,0,20
120,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,11,9,9,15,14,9,7,8,10,7,14,15,15,9,8,9,11,12,11,31,25,19,29,29,25,19,19,14,23,19,15,29,29,29,17,19,18,25,25,25,13,10,8,11,11,10,7,10,6,10,8,6,5,11,11,11,7,7,7,10,10,10,11,9,9,6,11,6,8,8,5,5,10,10,10,6,6,6,8,8,8,5,4,5,3,2,3,3,3,3,4,4,5,2,2,2,3,3,2,0,2,1,1,0,1,0,18
121,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,9,9,15,15,9,7,10,10,7,14,14,15,9,8,9,11,11,11,31,25,19,29,29,25,19,19,14,23,19,15,29,29,29,16,19,19,25,25,25,13,11,8,11,12,10,8,10,6,9,9,6,6,12,12,12,6,7,8,10,9,10,11,8,9,6,10,6,9,8,5,5,10,9,10,6,6,6,8,8,8,5,4,5,3,3,3,3,3,3,4,5,5,3,3,2,3,3,3,0,2,0,1,0,1,0,17
122,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,12,9,9,16,16,9,7,10,10,7,15,15,15,9,9,9,12,12,12,31,24,19,30,29,24,19,19,14,22,19,15,29,28,29,17,19,19,25,24,24,13,10,6,12,12,10,8,10,6,10,8,6,6,12,12,12,7,7,8,10,10,10,11,8,9,6,11,6,9,8,5,5,10,10,10,6,6,6,8,8,8,5,4,5,3,3,3,3,3,3,5,5,5,3,3,2,3,3,3,0,2,0,1,0,0,0,14
123,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,9,9,16,15,9,8,10,10,7,16,16,16,9,9,7,12,11,12,31,25,18,30,29,25,19,19,14,23,19,15,29,29,29,17,19,18,25,25,24,14,11,8,12,12,11,8,11,6,11,9,6,6,12,12,12,7,7,8,11,11,11,11,9,9,6,10,6,9,9,5,5,10,9,10,6,6,6,8,9,8,5,4,4,3,3,4,3,3,3,5,5,4,2,2,2,3,3,3,0,1,0,1,0,0,0,13
124,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,12,9,9,16,15,9,8,10,10,7,16,15,14,9,9,9,12,12,11,31,25,19,30,29,25,19,20,14,23,19,15,29,29,29,17,19,19,25,25,25,14,11,8,13,13,11,8,11,6,11,9,6,6,13,13,13,7,7,8,11,11,11,11,9,9,6,11,6,9,9,5,5,10,10,10,6,6,6,9,8,9,5,4,4,3,3,3,3,3,3,4,5,5,3,2,2,2,3,3,1,0,0,1,0,0,0,13
125,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,13,9,9,16,16,9,8,10,10,8,16,16,16,9,9,9,13,13,13,31,25,19,30,30,25,19,20,15,23,19,15,29,29,29,17,19,19,24,25,25,15,11,9,14,13,11,7,11,6,11,9,7,7,13,13,13,8,8,8,11,11,11,11,9,10,7,11,6,9,9,5,5,11,10,11,6,6,6,8,9,9,4,4,4,2,2,3,2,3,2,4,3,4,3,2,2,3,3,3,1,0,1,0,0,0,0,14
126,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,13,10,9,15,16,9,8,11,11,7,16,16,16,10,10,9,13,13,13,31,25,19,29,28,25,19,19,15,23,19,15,29,29,29,17,19,17,25,25,25,15,11,9,14,13,11,8,11,7,11,9,7,7,13,13,13,8,7,8,11,11,11,12,9,10,7,12,7,9,9,5,5,11,11,11,7,7,7,9,9,9,4,4,5,3,3,3,2,2,3,4,3,4,3,2,2,3,3,3,1,1,1,0,0,1,0,15
127,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,13,9,9,16,15,9,8,11,10,8,16,16,15,10,10,8,13,13,13,31,25,19,30,30,25,19,20,15,23,20,15,29,29,29,17,19,18,25,25,25,15,11,9,14,12,11,8,11,6,11,9,7,7,12,12,13,8,8,8,11,11,11,12,10,11,7,12,7,10,10,5,5,11,11,11,7,7,7,9,9,9,4,4,4,3,3,3,2,3,3,4,4,4,3,2,2,3,3,3,0,1,0,0,0,0,0,15
128,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,13,9,9,16,16,9,8,10,10,8,16,14,16,9,10,8,10,12,13,32,26,19,31,30,26,19,20,15,24,20,16,30,30,30,18,19,19,25,26,26,15,12,9,14,14,11,8,11,7,11,9,7,7,13,13,13,8,8,8,11,11,11,11,10,11,7,12,6,10,10,5,5,11,10,11,7,7,7,10,10,10,3,3,4,2,3,3,2,3,3,3,3,2,3,2,2,3,2,3,0,0,0,0,0,0,0,17
129,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,13,10,10,16,16,10,8,11,11,8,16,16,16,10,9,9,13,13,13,32,25,19,31,31,26,19,20,15,24,20,16,31,31,30,18,19,19,26,25,26,15,12,9,14,14,12,8,12,7,11,10,7,7,14,14,14,8,8,8,12,11,11,12,10,11,7,12,7,10,10,6,6,11,11,11,7,7,6,9,10,10,3,2,4,2,2,3,2,3,2,3,3,3,2,2,2,2,2,3,0,0,0,0,0,0,0,16
130,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,12,10,10,15,16,9,8,10,11,8,16,16,14,9,10,10,13,12,13,33,26,20,31,31,26,20,21,15,25,21,16,31,31,31,18,20,20,26,25,26,16,13,10,14,14,12,8,12,7,12,10,7,7,14,14,14,8,8,9,12,12,11,13,11,12,8,13,8,10,10,6,6,12,12,12,7,7,7,10,10,10,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,2,2,3,0,0,0,0,0,0,0,15
131,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,10,10,17,17,10,8,11,11,8,17,17,16,10,10,10,13,13,13,34,27,20,31,31,27,20,20,15,25,21,16,31,31,31,19,20,20,27,27,27,16,13,10,13,13,12,8,12,7,12,10,7,7,14,14,13,8,8,8,12,12,11,15,11,12,8,14,8,11,11,7,7,14,14,14,8,8,8,11,11,11,4,3,4,2,1,3,2,3,3,4,4,3,2,2,1,3,3,3,0,0,0,0,0,0,0,16
132,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,14,10,10,17,17,10,8,11,11,8,17,17,17,10,10,10,14,13,13,34,27,20,31,31,27,20,21,15,25,21,16,31,31,31,19,20,20,27,27,27,17,13,10,15,15,13,9,13,8,13,10,7,7,15,15,15,9,9,9,12,12,12,14,11,13,9,14,8,11,11,7,7,14,14,14,8,7,8,11,11,11,3,3,4,2,2,3,2,3,2,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,15
133,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,10,18,18,10,8,12,12,9,18,17,17,10,10,10,14,14,14,35,28,21,32,32,27,20,21,16,26,21,17,32,32,32,19,20,20,27,27,27,17,14,10,15,15,13,10,12,8,13,11,7,7,15,15,15,9,9,10,13,13,13,15,11,12,9,15,9,11,11,7,7,13,13,14,8,8,8,11,11,11,4,3,3,2,2,3,2,3,3,4,3,3,2,2,2,3,3,3,0,0,0,0,0,0,0,16
134,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,18,18,10,9,12,12,9,18,18,18,10,10,10,14,14,14,35,28,21,32,31,28,21,21,14,25,21,17,32,32,32,19,21,21,27,27,27,17,14,10,15,15,13,10,13,8,13,11,7,7,15,15,15,9,9,10,13,13,13,15,10,12,9,14,9,11,11,6,7,13,13,13,7,8,8,11,11,11,5,4,5,3,3,3,2,3,3,4,4,4,2,2,2,3,3,3,0,0,0,0,0,0,0,16
135,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,10,18,18,10,9,12,12,9,18,18,16,10,10,10,14,14,14,35,28,21,32,32,28,21,21,16,26,21,17,31,32,32,19,21,21,27,27,27,17,14,10,15,15,13,9,13,8,12,11,8,7,15,15,15,9,8,10,12,13,12,15,8,13,8,14,9,10,10,6,7,12,12,12,8,8,8,11,11,11,5,4,5,3,3,3,3,3,3,5,4,4,2,2,2,3,3,3,0,0,0,0,0,0,0,16
136,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,18,18,11,9,12,12,9,18,18,18,10,10,10,14,14,14,35,27,20,32,32,28,20,21,15,26,21,16,32,32,32,19,21,21,27,27,27,17,14,10,15,15,13,10,13,8,13,11,8,7,15,15,15,9,9,10,13,13,13,14,11,12,8,13,9,11,11,6,7,13,13,13,8,8,8,11,11,11,4,4,4,3,2,3,3,3,3,5,4,4,2,1,2,3,3,3,0,0,0,0,0,0,0,18
137,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,10,18,18,10,9,12,12,9,18,17,18,11,10,10,14,14,14,35,28,21,32,32,27,21,21,16,25,21,17,32,32,32,18,20,20,26,26,27,18,13,10,16,16,13,10,13,8,13,11,8,8,16,16,16,9,9,10,13,13,13,15,11,13,8,14,9,11,11,7,7,14,14,14,8,8,8,11,11,11,5,4,4,3,2,3,2,3,3,4,4,4,2,2,2,3,3,3,0,0,0,0,0,0,0,17
138,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,10,16,17,10,8,12,11,9,18,18,18,11,10,10,14,14,14,36,28,21,33,33,28,21,22,16,27,22,17,33,33,33,20,21,21,28,28,28,17,14,10,16,16,13,10,13,8,13,10,8,8,15,16,15,9,9,10,13,13,13,15,11,12,9,15,9,11,11,7,7,14,14,14,8,8,8,11,11,11,5,4,5,3,3,3,2,3,3,3,4,4,1,2,2,3,3,3,0,0,0,0,0,0,0,18
139,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,18,18,11,9,12,12,9,18,18,18,10,10,10,14,14,14,36,29,22,34,34,29,22,23,17,27,23,18,34,34,34,20,21,21,29,29,29,18,14,11,16,16,13,10,13,8,13,11,8,8,16,16,16,9,9,10,13,13,13,14,11,13,9,15,9,12,12,7,6,13,14,13,8,8,8,10,11,11,5,4,5,3,3,3,3,4,3,5,4,5,3,3,2,3,3,2,0,0,0,0,0,0,0,17
140,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,17,17,10,9,12,12,8,18,17,18,11,11,11,15,15,15,37,30,22,35,35,30,22,22,17,28,23,18,35,35,35,21,22,22,30,30,30,18,14,10,16,16,13,10,13,8,13,10,7,8,15,16,15,7,9,10,12,13,13,15,12,13,9,15,9,11,12,7,7,14,14,14,8,8,8,11,11,11,5,4,5,3,3,4,3,4,4,4,5,5,2,3,3,3,3,3,0,0,0,0,0,0,0,17
141,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,11,18,17,10,8,12,12,8,17,17,18,10,10,11,15,15,13,38,30,22,36,36,30,22,24,17,28,23,19,35,35,35,21,22,22,30,29,30,18,14,10,16,16,13,10,13,8,13,10,8,8,15,16,15,9,9,10,13,13,13,15,11,13,9,14,8,11,11,6,6,14,13,13,8,8,7,11,11,11,6,5,6,3,3,5,3,5,5,6,6,6,3,3,3,4,4,4,0,0,0,0,0,0,0,17
142,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,11,18,18,10,9,12,12,9,18,17,17,10,10,11,15,14,14,37,30,21,35,36,29,22,23,18,28,24,18,36,36,35,21,21,22,30,30,30,18,13,10,16,16,13,10,13,8,13,11,7,8,16,15,15,9,9,10,13,13,13,14,11,13,9,14,8,11,11,6,7,13,13,13,8,8,8,11,11,11,6,5,6,3,4,5,3,5,5,6,6,6,3,3,3,5,5,4,0,0,0,0,0,0,0,17
143,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,15,11,10,18,17,11,9,12,12,9,17,18,18,11,11,10,15,14,13,38,30,23,36,36,30,23,23,18,28,24,19,36,36,36,21,23,23,29,30,30,18,14,10,16,16,13,10,13,8,13,11,8,8,16,15,15,9,9,10,13,13,13,14,11,12,8,14,8,11,10,7,7,13,14,13,8,8,7,11,11,11,6,5,6,4,4,5,4,5,5,6,6,6,3,3,3,4,4,4,1,0,1,0,0,0,0,16
144,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,15,11,11,18,18,11,9,12,12,9,18,18,18,11,11,11,15,15,15,37,30,22,36,36,30,22,23,18,28,24,19,35,35,35,21,23,22,30,30,30,18,14,9,16,16,13,10,13,8,13,10,8,8,16,16,15,9,9,10,13,13,13,14,11,13,8,14,8,11,11,7,6,13,14,14,8,8,7,11,11,11,6,6,6,3,4,5,4,5,4,6,6,6,4,4,3,5,4,5,1,1,1,0,0,0,0,17
145,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,15,10,10,18,19,11,9,12,12,9,18,17,18,11,11,11,15,15,15,38,31,23,36,36,30,23,24,18,29,23,19,36,36,36,21,23,23,30,30,30,18,14,10,16,16,13,10,13,8,12,11,8,8,16,15,15,9,9,10,13,13,13,14,11,13,8,14,8,11,11,5,6,13,13,13,8,8,7,11,11,11,6,5,6,4,4,5,4,5,5,6,5,6,4,4,3,5,5,4,0,0,1,0,0,0,0,17
146,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,15,10,11,19,17,11,9,11,12,9,18,18,18,11,11,11,15,15,14,38,31,23,36,36,31,23,24,18,29,24,19,36,36,35,21,23,23,31,31,30,18,14,11,16,16,14,10,13,8,13,11,8,8,16,16,16,9,9,10,13,13,13,14,11,13,8,13,8,11,11,7,7,14,14,13,8,8,7,11,11,11,6,5,6,4,3,5,4,5,5,6,6,5,4,4,4,5,4,4,1,1,1,0,0,1,0,16
147,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,18,18,11,9,12,12,9,18,18,18,11,11,11,15,13,14,38,31,23,37,36,31,23,24,18,29,24,19,36,37,36,22,23,23,30,30,31,18,14,11,16,15,13,10,13,8,13,11,8,8,16,16,16,9,9,10,13,14,13,14,11,12,8,14,8,11,11,7,7,13,13,13,8,7,8,11,11,11,7,6,6,4,4,5,4,5,4,6,6,6,4,3,4,5,5,5,1,1,1,0,1,1,0,14
148,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,15,11,10,18,18,10,9,12,12,9,18,18,17,10,11,11,15,14,13,39,31,23,37,37,31,23,24,18,29,24,19,37,37,37,22,23,23,31,31,31,18,14,11,16,16,14,10,13,8,13,11,8,8,15,15,16,9,9,10,14,13,14,15,12,13,9,14,9,12,11,7,7,14,14,14,8,8,8,11,11,11,7,5,7,4,4,5,4,5,5,7,7,6,4,4,4,5,5,4,2,1,1,1,1,2,0,14
149,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,13,11,10,17,17,10,9,11,12,9,17,18,17,10,10,10,14,14,14,40,32,24,37,37,32,24,25,18,30,24,20,37,37,37,22,24,24,31,31,31,19,15,11,16,16,14,10,14,8,14,11,8,8,16,16,16,10,10,10,14,14,14,15,12,13,9,15,9,12,12,7,7,14,14,14,8,8,8,12,11,11,6,5,6,4,4,5,4,5,5,5,6,6,4,4,4,5,5,5,3,2,2,1,1,2,0,13
150,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,14,11,11,18,18,11,9,12,11,9,18,18,18,10,10,10,14,13,13,40,32,23,38,38,32,24,25,19,30,25,20,38,38,38,22,24,24,32,32,32,19,15,11,17,17,14,10,14,9,14,12,8,8,16,16,16,10,10,10,14,14,14,15,12,14,9,15,9,12,12,7,7,15,15,14,8,8,8,12,12,12,6,5,7,4,4,5,4,6,6,7,7,7,4,4,4,5,5,5,3,2,3,2,1,1,0,13
151,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,14,10,11,18,17,11,9,12,12,9,18,18,17,10,10,10,14,14,14,40,32,24,38,38,32,24,25,19,30,25,20,38,37,38,23,24,24,32,32,32,19,15,11,17,17,14,10,14,9,14,12,8,8,16,16,16,10,10,10,13,14,14,16,13,14,8,16,9,13,13,7,7,15,14,15,9,9,9,12,12,12,6,5,7,4,4,5,4,6,4,7,7,6,3,4,4,5,5,5,3,2,2,0,1,0,0,12
152,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,18,18,11,9,12,12,9,18,18,18,11,11,11,14,14,14,40,32,24,38,38,33,24,25,19,31,25,20,38,38,38,23,24,24,32,32,32,19,15,11,17,16,14,10,13,9,14,12,8,8,17,17,16,10,10,11,14,14,14,15,12,14,9,15,9,13,13,7,7,15,15,15,9,9,9,12,12,12,7,6,7,4,4,6,4,6,6,7,7,7,4,4,4,6,5,5,2,1,1,0,1,1,0,12
153,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,14,10,11,18,18,11,9,12,12,9,18,18,17,11,11,11,13,14,14,41,33,25,39,39,33,25,26,19,31,26,20,39,39,39,23,24,24,33,33,33,19,15,11,17,17,15,9,14,9,14,12,8,8,17,16,16,10,10,11,14,14,14,15,12,14,9,15,9,13,12,7,7,15,15,15,9,9,8,12,12,12,7,6,7,4,4,5,4,6,6,5,7,6,4,4,3,6,5,5,2,1,0,0,1,0,0,13
154,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,14,10,11,18,18,11,9,12,12,9,18,18,18,10,10,10,14,14,14,42,34,25,39,40,34,25,26,19,31,26,20,39,39,39,23,25,24,33,33,33,19,15,11,17,17,15,10,14,9,12,12,8,8,17,17,17,10,10,11,14,14,14,16,13,14,10,16,10,13,12,7,7,15,15,15,9,9,9,13,13,13,7,6,6,4,3,5,4,5,6,6,6,6,4,3,3,5,4,5,1,1,0,0,0,0,0,13
155,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,15,11,11,18,18,11,9,12,12,9,18,17,18,11,11,11,15,14,14,42,34,25,40,39,34,25,26,20,32,26,21,40,39,39,23,25,25,33,33,33,19,15,11,17,17,15,11,14,9,14,12,8,8,17,17,16,10,10,11,14,14,14,15,12,14,10,15,10,11,11,7,7,14,13,13,9,9,8,12,12,12,7,6,6,4,4,5,3,5,6,6,6,6,3,3,3,5,5,5,0,1,1,0,0,0,0,16
156,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,15,11,11,19,18,11,9,12,12,9,18,18,18,11,11,11,15,15,15,42,34,25,40,40,33,25,26,20,31,26,21,40,40,40,23,25,25,33,33,33,20,15,12,17,17,15,10,15,9,15,12,8,8,17,17,17,10,10,11,15,15,15,15,11,14,9,14,10,11,11,7,7,14,13,12,8,9,8,11,12,12,7,6,6,4,4,5,4,5,5,6,6,6,4,4,4,5,5,5,0,0,0,0,0,0,0,14
157,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,11,19,19,11,9,13,13,9,19,19,19,11,11,11,15,15,15,43,34,26,40,40,34,25,27,20,32,27,21,40,40,40,24,25,25,34,34,34,20,16,12,18,18,15,10,15,9,14,12,8,8,16,16,16,10,10,11,14,14,15,15,12,13,9,15,10,12,12,7,7,14,14,14,8,8,8,12,11,10,7,6,7,4,4,6,4,6,6,7,7,7,4,4,4,6,6,5,0,0,0,0,0,0,0,13
158,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,12,20,20,12,10,13,13,10,20,20,20,12,11,11,15,15,15,43,34,26,41,41,34,26,27,20,32,27,21,41,41,40,24,26,26,34,34,34,19,16,12,16,18,14,10,14,9,14,12,8,8,16,16,16,10,10,11,14,14,14,15,12,13,9,15,9,12,12,7,7,14,14,14,8,8,8,12,11,11,8,7,8,5,5,6,5,6,6,8,8,8,4,4,4,6,6,6,0,0,0,0,0,0,0,12
159,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,21,21,11,10,14,14,10,20,20,20,12,12,12,16,16,16,43,34,26,40,41,34,26,27,20,32,27,21,40,41,40,24,26,26,34,34,34,19,16,12,17,17,14,10,14,9,14,12,7,8,15,15,16,10,10,10,13,14,14,15,12,13,9,15,8,12,11,7,6,14,14,14,8,8,8,11,12,12,8,7,8,5,4,7,5,7,7,8,8,8,4,5,5,6,6,6,0,0,0,0,0,0,0,12
160,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,12,20,20,12,10,13,14,10,20,20,20,12,12,12,16,16,15,43,35,25,41,41,35,26,27,20,33,27,22,41,41,41,25,26,25,35,35,35,19,16,11,16,17,14,10,14,9,14,12,8,8,16,16,16,10,10,10,14,14,14,15,12,14,9,15,9,12,12,7,7,15,15,15,9,7,8,12,11,12,9,8,9,5,5,7,5,7,6,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,12
161,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,16,12,12,21,20,12,10,13,14,10,20,20,20,12,11,12,15,16,16,44,35,26,40,42,35,26,28,21,33,28,22,42,41,41,25,26,26,35,35,34,19,15,11,17,17,14,11,14,9,14,12,8,8,17,17,17,10,10,11,14,14,14,15,12,14,9,15,9,12,11,7,7,15,15,14,9,8,8,12,12,11,9,8,9,5,5,7,5,7,6,8,8,8,5,5,5,6,7,7,0,0,0,0,0,0,0,15
162,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,16,12,12,20,20,12,10,13,14,10,19,20,20,12,11,12,15,15,15,44,35,26,42,42,35,26,27,21,33,28,22,42,41,41,25,26,26,35,35,34,18,15,11,16,17,14,10,14,9,14,11,8,8,16,16,16,10,10,11,14,14,14,16,13,14,9,16,9,12,12,7,7,14,15,15,9,9,9,12,12,12,10,7,9,6,5,7,5,7,7,9,9,9,5,5,5,7,6,7,0,0,0,0,0,0,0,14
163,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,21,20,12,10,14,14,10,21,21,20,12,12,12,16,15,16,44,35,26,41,41,35,26,27,21,33,27,22,41,41,41,25,26,26,35,35,35,19,15,11,17,17,15,11,14,9,14,12,8,8,17,17,17,10,9,11,14,14,14,16,13,14,10,16,10,13,13,7,7,15,15,15,9,9,9,13,13,13,10,8,10,6,6,7,5,7,6,9,8,9,5,5,5,7,7,7,0,0,0,0,0,0,0,15
164,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,11,12,21,21,11,10,14,13,10,20,21,20,11,12,12,15,16,16,45,36,26,42,42,35,26,28,21,33,28,22,42,42,42,25,26,26,35,35,35,20,15,12,17,17,15,11,15,9,14,12,8,8,17,17,17,10,10,11,15,15,15,16,13,15,10,16,9,13,13,8,8,16,16,16,9,8,9,13,13,12,10,7,9,5,5,7,5,7,7,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,15
165,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,17,12,12,21,21,12,10,14,14,10,21,21,21,12,12,12,17,16,16,44,36,26,42,42,35,26,28,21,33,28,22,42,42,41,25,26,26,35,35,35,19,15,11,17,17,14,11,15,9,14,12,8,7,17,17,17,10,9,10,15,14,14,17,14,15,10,16,10,13,13,8,8,16,16,15,9,9,9,13,13,13,10,8,10,6,6,7,6,7,7,10,10,9,5,5,5,7,7,7,0,0,0,0,0,0,0,15
